Country or Area,Item,Year,Series,Value
Greece,"Alcoholic beverages, tobacco and narcotics",1998,100,1230994000000
Greece,Clothing and footwear,1998,1000,5178408730
Greece,Clothing and footwear,1998,200,8848546588
Greece,Clothing and footwear,1998,100,2874282000000
Greece,"Housing, water, electricity, gas and other fuels",1998,1000,15996557326
Greece,"Housing, water, electricity, gas and other fuels",1998,200,14067132062
Greece,"Housing, water, electricity, gas and other fuels",1998,100,4748805000000
Greece,Transport,1998,1000,12248322464
Greece,Transport,1998,200,7002659574
Greece,Transport,1998,100,2450179000000
Greece,Communication,1998,1000,2005491217
Greece,Communication,1998,200,1442981658
Greece,Communication,1998,100,524093000000
Greece,Food and non-alcoholic beverages,1997,1000,12822627114
Greece,Food and non-alcoholic beverages,1997,200,12842648569
Greece,Food and non-alcoholic beverages,1997,100,4452963000000
Greece,"Alcoholic beverages, tobacco and narcotics",1997,1000,3270016667
Greece,"Alcoholic beverages, tobacco and narcotics",1997,200,3275122524
Greece,"Alcoholic beverages, tobacco and narcotics",1997,100,1101680000000
Greece,Clothing and footwear,1997,1000,4791005803
Greece,Clothing and footwear,1997,200,8167622891
Greece,Clothing and footwear,1997,100,2686647000000
Greece,"Housing, water, electricity, gas and other fuels",1997,1000,14593873745
Greece,"Housing, water, electricity, gas and other fuels",1997,200,13075186354
Greece,"Housing, water, electricity, gas and other fuels",1997,100,4443090000000
Greece,Transport,1997,1000,11314058190
Greece,Transport,1997,200,6499995598
Greece,Transport,1997,100,2260107000000
Greece,Communication,1997,1000,1693160154
Greece,Communication,1997,200,1314107117
Greece,Communication,1997,100,494090000000
Greece,Food and non-alcoholic beverages,1996,1000,10958681971
Greece,Food and non-alcoholic beverages,1996,200,11949374908
Greece,Food and non-alcoholic beverages,1996,100,4112523000000
Greece,"Alcoholic beverages, tobacco and narcotics",1996,1000,2674473156
Greece,"Alcoholic beverages, tobacco and narcotics",1996,200,2916252384
Greece,"Alcoholic beverages, tobacco and narcotics",1996,100,993713000000
Greece,Clothing and footwear,1996,1000,4443077984
Greece,Clothing and footwear,1996,200,7564002935
Greece,Clothing and footwear,1996,100,2548959000000
Greece,"Housing, water, electricity, gas and other fuels",1996,1000,13394023530
Greece,"Housing, water, electricity, gas and other fuels",1996,200,12101862069
Greece,"Housing, water, electricity, gas and other fuels",1996,100,4123623000000
Greece,Transport,1996,1000,11405142429
Greece,Transport,1996,200,5903834189
Greece,Transport,1996,100,2010582000000
Greece,Communication,1996,1000,1146655754
Greece,Communication,1996,200,1156046955
Greece,Communication,1996,100,393909000000
Greece,Food and non-alcoholic beverages,1995,1000,10993890878
Greece,Food and non-alcoholic beverages,1995,200,11027448276
Greece,Food and non-alcoholic beverages,1995,100,3795593000000
Greece,Food and non-alcoholic beverages,1995,30,4752228000000
Greece,"Alcoholic beverages, tobacco and narcotics",1995,1000,2586546581
Greece,"Alcoholic beverages, tobacco and narcotics",1995,200,2594441673
Greece,"Alcoholic beverages, tobacco and narcotics",1995,100,884056000000
Greece,"Alcoholic beverages, tobacco and narcotics",1995,30,1032942000000
Greece,Clothing and footwear,1995,1000,3948280280
Greece,Clothing and footwear,1995,200,6745432135
Greece,Clothing and footwear,1995,100,2268606000000
Greece,Clothing and footwear,1995,30,1018040000000
Greece,"Housing, water, electricity, gas and other fuels",1995,1000,11904661889
Greece,"Housing, water, electricity, gas and other fuels",1995,200,10776476156
Greece,"Housing, water, electricity, gas and other fuels",1995,100,3672297000000
Greece,"Housing, water, electricity, gas and other fuels",1995,30,2213670000000
Greece,Transport,1995,1000,9777957799
Greece,Transport,1995,200,5479226706
Greece,Transport,1995,100,1865827000000
Greece,Communication,1995,1000,892673695
Greece,Communication,1995,200,888064563
Greece,Communication,1995,100,302594000000
Greece,Food and non-alcoholic beverages,1994,200,10053487997.0653
Greece,Food and non-alcoholic beverages,1994,30,4330424000000
Greece,"Alcoholic beverages, tobacco and narcotics",1994,200,2460741898.75275
Greece,"Alcoholic beverages, tobacco and narcotics",1994,30,1004425000000
Greece,Clothing and footwear,1994,200,5901877294.20396
Greece,Clothing and footwear,1994,30,1029499000000
Greece,"Housing, water, electricity, gas and other fuels",1994,200,9665673402.78797
Greece,"Housing, water, electricity, gas and other fuels",1994,30,1941416000000
Greece,Transport,1994,200,5140850239.17828
Greece,Communication,1994,200,658103418.928833
Greece,Food and non-alcoholic beverages,1993,200,8889580548.78943
Greece,Food and non-alcoholic beverages,1993,30,3743599000000
Greece,"Alcoholic beverages, tobacco and narcotics",1993,200,2035543644.90095
Greece,"Alcoholic beverages, tobacco and narcotics",1993,30,860970000000
Greece,Clothing and footwear,1993,200,5146897898.75275
Greece,Clothing and footwear,1993,30,977044000000
Greece,"Housing, water, electricity, gas and other fuels",1993,200,8724034509.17095
Greece,"Housing, water, electricity, gas and other fuels",1993,30,1708774000000
Greece,Transport,1993,200,5360889649.30301
Greece,Communication,1993,200,488776319.882612
Ireland,Food and non-alcoholic beverages,2007,1000,7818608061
Ireland,Food and non-alcoholic beverages,2007,300,7815601564
Ireland,"Alcoholic beverages, tobacco and narcotics",2007,1000,5177242501
Ireland,"Alcoholic beverages, tobacco and narcotics",2007,300,4429542420
Ireland,Clothing and footwear,2007,1000,3992360526
Ireland,Clothing and footwear,2007,300,3992359318
Ireland,"Housing, water, electricity, gas and other fuels",2007,1000,17544115934
Ireland,"Housing, water, electricity, gas and other fuels",2007,300,17555866389
Ireland,Transport,2007,1000,11031821536
Ireland,Transport,2007,300,10793214076
Ireland,Communication,2007,1000,2781049199
Ireland,Communication,2007,300,2781049199
Ireland,Food and non-alcoholic beverages,2006,1000,7276885624
Ireland,Food and non-alcoholic beverages,2006,300,7276559518
Ireland,"Alcoholic beverages, tobacco and narcotics",2006,1000,4856679280
Ireland,"Alcoholic beverages, tobacco and narcotics",2006,300,4130355940
Ireland,Clothing and footwear,2006,1000,3755380778
Ireland,Clothing and footwear,2006,300,3755381545
Ireland,"Housing, water, electricity, gas and other fuels",2006,1000,15388279133
Ireland,"Housing, water, electricity, gas and other fuels",2006,300,15388317313
Ireland,Transport,2006,1000,9991675508
Ireland,Transport,2006,300,9804711190
Ireland,Communication,2006,1000,2738757166
Ireland,Communication,2006,300,2738757166
Ireland,Food and non-alcoholic beverages,2005,1000,6714140782
Ireland,Food and non-alcoholic beverages,2005,300,6714098203
Ireland,"Alcoholic beverages, tobacco and narcotics",2005,1000,4625201738
Ireland,"Alcoholic beverages, tobacco and narcotics",2005,300,3932722439
Ireland,Clothing and footwear,2005,1000,3545489888
Ireland,Clothing and footwear,2005,300,3545489888
Ireland,"Housing, water, electricity, gas and other fuels",2005,1000,14158723394
Ireland,"Housing, water, electricity, gas and other fuels",2005,300,14160766417
Ireland,Transport,2005,1000,8754265872
Ireland,Transport,2005,300,8626314475
Ireland,Communication,2005,1000,2446579865
Ireland,Communication,2005,300,2446579865
Ireland,Food and non-alcoholic beverages,2004,1000,6399833275
Ireland,Food and non-alcoholic beverages,2004,300,6399916624
Ireland,"Alcoholic beverages, tobacco and narcotics",2004,1000,4289553199
Ireland,"Alcoholic beverages, tobacco and narcotics",2004,300,3628601233
Ireland,Clothing and footwear,2004,1000,3146960976
Ireland,Clothing and footwear,2004,300,3146961694
Ireland,"Housing, water, electricity, gas and other fuels",2004,1000,13199284957
Ireland,"Housing, water, electricity, gas and other fuels",2004,300,13203335372
Ireland,Transport,2004,1000,7703459862
Ireland,Transport,2004,300,7597233905
Ireland,Communication,2004,1000,2160648116
Ireland,Communication,2004,300,2160648116
Ireland,Food and non-alcoholic beverages,2003,1000,6285315489
Ireland,Food and non-alcoholic beverages,2003,300,6285373898
Ireland,Food and non-alcoholic beverages,2003,200,4074756463
Ireland,"Alcoholic beverages, tobacco and narcotics",2003,1000,4384624847
Ireland,"Alcoholic beverages, tobacco and narcotics",2003,300,3747124847
Ireland,"Alcoholic beverages, tobacco and narcotics",2003,200,3650368194
Ireland,Clothing and footwear,2003,1000,3209276535
Ireland,Clothing and footwear,2003,300,3209277037
Ireland,Clothing and footwear,2003,200,3244314248
Ireland,"Housing, water, electricity, gas and other fuels",2003,1000,12547274728
Ireland,"Housing, water, electricity, gas and other fuels",2003,300,12549300003
Ireland,"Housing, water, electricity, gas and other fuels",2003,200,12508191702
Ireland,Transport,2003,1000,6993183841
Ireland,Transport,2003,300,6907030741
Ireland,Transport,2003,200,6121656603
Ireland,Communication,2003,1000,1788224974
Ireland,Communication,2003,300,1788224974
Ireland,Communication,2003,200,1849502050
Ireland,Food and non-alcoholic beverages,2002,1000,6235541375
Ireland,Food and non-alcoholic beverages,2002,300,6235582286
Ireland,Food and non-alcoholic beverages,2002,200,4374558634
Ireland,"Alcoholic beverages, tobacco and narcotics",2002,1000,4327318150
Ireland,"Alcoholic beverages, tobacco and narcotics",2002,300,3728448003
Ireland,"Alcoholic beverages, tobacco and narcotics",2002,200,3609485592
Ireland,Clothing and footwear,2002,1000,3403902621
Ireland,Clothing and footwear,2002,300,3403902972
Ireland,Clothing and footwear,2002,200,3404608037
Ireland,"Housing, water, electricity, gas and other fuels",2002,1000,11343978835
Ireland,"Housing, water, electricity, gas and other fuels",2002,300,11343978835
Ireland,"Housing, water, electricity, gas and other fuels",2002,200,11265682476
Ireland,Transport,2002,1000,6553634286
Ireland,Transport,2002,300,6534763045
Ireland,Transport,2002,200,5787335331
Ireland,Communication,2002,1000,1497912816
Ireland,Communication,2002,300,1497912816
Ireland,Communication,2002,200,1465719473
Ireland,Food and non-alcoholic beverages,2001,1000,6018770759
Ireland,Food and non-alcoholic beverages,2001,300,6018799021
Ireland,Food and non-alcoholic beverages,2001,200,4160720377
Ireland,"Alcoholic beverages, tobacco and narcotics",2001,1000,3914369052
Ireland,"Alcoholic beverages, tobacco and narcotics",2001,300,3363174789
Ireland,"Alcoholic beverages, tobacco and narcotics",2001,200,3249553700
Ireland,Clothing and footwear,2001,1000,3459225391
Ireland,Clothing and footwear,2001,300,3459225636
Ireland,Clothing and footwear,2001,200,3462867066
Ireland,"Housing, water, electricity, gas and other fuels",2001,1000,10057310500
Ireland,"Housing, water, electricity, gas and other fuels",2001,300,10057310500
Ireland,"Housing, water, electricity, gas and other fuels",2001,200,10025934385
Ireland,Transport,2001,1000,6221423716
Ireland,Transport,2001,300,6213932875
Ireland,Transport,2001,200,5455783311
Ireland,Communication,2001,1000,1283990222
Ireland,Communication,2001,300,1283990222
Ireland,Communication,2001,200,1255763846
Ireland,Food and non-alcoholic beverages,2000,1000,5591068452
Ireland,Food and non-alcoholic beverages,2000,300,5591088555
Ireland,Food and non-alcoholic beverages,2000,200,4103740613
Ireland,"Alcoholic beverages, tobacco and narcotics",2000,1000,3682149472
Ireland,"Alcoholic beverages, tobacco and narcotics",2000,300,3177446237
Ireland,"Alcoholic beverages, tobacco and narcotics",2000,200,3076089250
Ireland,Clothing and footwear,2000,1000,3295042857
Ireland,Clothing and footwear,2000,300,3295043028
Ireland,Clothing and footwear,2000,200,3298451810
Ireland,"Housing, water, electricity, gas and other fuels",2000,1000,8773779666
Ireland,"Housing, water, electricity, gas and other fuels",2000,300,8773779666
Ireland,"Housing, water, electricity, gas and other fuels",2000,200,8715116301
Ireland,Transport,2000,1000,6677175307
Ireland,Transport,2000,300,6669816002
Ireland,Transport,2000,200,5800591938
Ireland,Communication,2000,1000,1076350089
Ireland,Communication,2000,300,1092743896
Ireland,Communication,2000,200,1078443379
Ireland,Food and non-alcoholic beverages,1999,1000,4842716157
Ireland,Food and non-alcoholic beverages,1999,300,4842716157
Ireland,Food and non-alcoholic beverages,1999,200,3804274071
Ireland,Food and non-alcoholic beverages,1999,100,3931677387
Ireland,"Alcoholic beverages, tobacco and narcotics",1999,1000,3203497604
Ireland,"Alcoholic beverages, tobacco and narcotics",1999,300,2756649560
Ireland,"Alcoholic beverages, tobacco and narcotics",1999,200,2665138196
Ireland,"Alcoholic beverages, tobacco and narcotics",1999,100,2052612697
Ireland,Clothing and footwear,1999,1000,2862677417
Ireland,Clothing and footwear,1999,300,2862677417
Ireland,Clothing and footwear,1999,200,2862678036
Ireland,Clothing and footwear,1999,100,2136344342
Ireland,"Housing, water, electricity, gas and other fuels",1999,1000,7494208137
Ireland,"Housing, water, electricity, gas and other fuels",1999,300,7494208137
Ireland,"Housing, water, electricity, gas and other fuels",1999,200,7490744510
Ireland,"Housing, water, electricity, gas and other fuels",1999,100,6402742945
Ireland,Transport,1999,1000,5285323710
Ireland,Transport,1999,300,5285323710
Ireland,Transport,1999,200,4780316300
Ireland,Transport,1999,100,4027168491
Ireland,Communication,1999,1000,833420762
Ireland,Communication,1999,300,833420762
Ireland,Communication,1999,200,814538362
Ireland,Communication,1999,100,661608000
Ireland,Food and non-alcoholic beverages,1998,1000,4711375433
Ireland,Food and non-alcoholic beverages,1998,300,4711375326
Ireland,Food and non-alcoholic beverages,1998,200,3795927956
Ireland,Food and non-alcoholic beverages,1998,100,3845247177
Ireland,"Alcoholic beverages, tobacco and narcotics",1998,1000,2839950067
Ireland,"Alcoholic beverages, tobacco and narcotics",1998,300,2445997343
Ireland,"Alcoholic beverages, tobacco and narcotics",1998,200,2362458062
Ireland,"Alcoholic beverages, tobacco and narcotics",1998,100,1787584770
Ireland,Clothing and footwear,1998,1000,2678128727
Ireland,Clothing and footwear,1998,300,2678128727
Ireland,Clothing and footwear,1998,200,2678141671
Ireland,Clothing and footwear,1998,100,2079261701
Ireland,"Housing, water, electricity, gas and other fuels",1998,1000,6628806808
Ireland,"Housing, water, electricity, gas and other fuels",1998,300,6628806808
Ireland,"Housing, water, electricity, gas and other fuels",1998,200,6618931569
Ireland,"Housing, water, electricity, gas and other fuels",1998,100,5449601376
Ireland,Transport,1998,1000,4629409024
Ireland,Transport,1998,300,4629409024
Ireland,Transport,1998,200,4298099244
Ireland,Transport,1998,100,3541674197
Ireland,Communication,1998,1000,725298873
Ireland,Communication,1998,300,725298873
Ireland,Communication,1998,200,703090652
Ireland,Communication,1998,100,572713000
Ireland,Food and non-alcoholic beverages,1997,1000,4532854216
Ireland,Food and non-alcoholic beverages,1997,300,4532854211
Ireland,Food and non-alcoholic beverages,1997,200,3822819659
Ireland,Food and non-alcoholic beverages,1997,100,3661206390
Ireland,"Alcoholic beverages, tobacco and narcotics",1997,1000,2592732588
Ireland,"Alcoholic beverages, tobacco and narcotics",1997,300,2238070328
Ireland,"Alcoholic beverages, tobacco and narcotics",1997,200,2162413285
Ireland,"Alcoholic beverages, tobacco and narcotics",1997,100,1637707533
Ireland,Clothing and footwear,1997,1000,2391759217
Ireland,Clothing and footwear,1997,300,2391759217
Ireland,Clothing and footwear,1997,200,2391759272
Ireland,Clothing and footwear,1997,100,1885814905
Ireland,"Housing, water, electricity, gas and other fuels",1997,1000,5669697368
Ireland,"Housing, water, electricity, gas and other fuels",1997,300,5669697368
Ireland,"Housing, water, electricity, gas and other fuels",1997,200,5651382079
Ireland,"Housing, water, electricity, gas and other fuels",1997,100,4553984259
Ireland,Transport,1997,1000,4123002323
Ireland,Transport,1997,300,4123002323
Ireland,Transport,1997,200,3924164451
Ireland,Transport,1997,100,3159858620
Ireland,Communication,1997,1000,686257555
Ireland,Communication,1997,300,686257555
Ireland,Communication,1997,200,663195757
Ireland,Communication,1997,100,541014000
Ireland,Food and non-alcoholic beverages,1996,1000,4506288325
Ireland,Food and non-alcoholic beverages,1996,300,4506288646
Ireland,Food and non-alcoholic beverages,1996,200,3914072446
Ireland,Food and non-alcoholic beverages,1996,100,3634221556
Ireland,Food and non-alcoholic beverages,1996,40,3681300000
Ireland,"Alcoholic beverages, tobacco and narcotics",1996,1000,2388489585
Ireland,"Alcoholic beverages, tobacco and narcotics",1996,300,2066032832
Ireland,"Alcoholic beverages, tobacco and narcotics",1996,200,1996365032
Ireland,"Alcoholic beverages, tobacco and narcotics",1996,100,1512938368
Ireland,"Alcoholic beverages, tobacco and narcotics",1996,40,3626700000
Ireland,Clothing and footwear,1996,1000,2177050308
Ireland,Clothing and footwear,1996,300,2177050308
Ireland,Clothing and footwear,1996,200,2177057863
Ireland,Clothing and footwear,1996,100,1716006918
Ireland,Clothing and footwear,1996,40,1516600000
Ireland,"Housing, water, electricity, gas and other fuels",1996,1000,4852769189
Ireland,"Housing, water, electricity, gas and other fuels",1996,300,4852769189
Ireland,"Housing, water, electricity, gas and other fuels",1996,200,4837105151
Ireland,"Housing, water, electricity, gas and other fuels",1996,100,3863876895
Ireland,"Housing, water, electricity, gas and other fuels",1996,40,3609200000
Ireland,Transport,1996,1000,3507543959
Ireland,Transport,1996,300,3507543959
Ireland,Transport,1996,200,3412575348
Ireland,Transport,1996,100,2811131376
Ireland,Communication,1996,1000,600938463
Ireland,Communication,1996,300,600938463
Ireland,Communication,1996,200,575854435
Ireland,Communication,1996,100,470618000
Ireland,Food and non-alcoholic beverages,1995,1000,4243369921
Ireland,Food and non-alcoholic beverages,1995,300,4243369921
Ireland,Food and non-alcoholic beverages,1995,200,3704206786
Ireland,Food and non-alcoholic beverages,1995,100,3406692485
Ireland,Food and non-alcoholic beverages,1995,40,3656200000
Ireland,"Alcoholic beverages, tobacco and narcotics",1995,1000,2183105510
Ireland,"Alcoholic beverages, tobacco and narcotics",1995,300,1887742595
Ireland,"Alcoholic beverages, tobacco and narcotics",1995,200,1888047924
Ireland,"Alcoholic beverages, tobacco and narcotics",1995,100,1432224659
Ireland,"Alcoholic beverages, tobacco and narcotics",1995,40,3371200000
Ireland,Clothing and footwear,1995,1000,2003391845
Ireland,Clothing and footwear,1995,300,2003391845
Ireland,Clothing and footwear,1995,200,2003391845
Ireland,Clothing and footwear,1995,100,1578516882
Ireland,Clothing and footwear,1995,40,1293000000
Ireland,"Housing, water, electricity, gas and other fuels",1995,1000,4351401798
Ireland,"Housing, water, electricity, gas and other fuels",1995,300,4351401798
Ireland,"Housing, water, electricity, gas and other fuels",1995,200,4336199030
Ireland,"Housing, water, electricity, gas and other fuels",1995,100,3448448293
Ireland,"Housing, water, electricity, gas and other fuels",1995,40,3369600000
Ireland,Transport,1995,1000,3105653732
Ireland,Transport,1995,300,3105653732
Ireland,Transport,1995,200,3092223288
Ireland,Transport,1995,100,2474238317
Ireland,Communication,1995,1000,510709288
Ireland,Communication,1995,300,510709288
Ireland,Communication,1995,200,484700354
Ireland,Communication,1995,100,397517000
Ireland,Food and non-alcoholic beverages,1994,200,4252064285.56917
Ireland,Food and non-alcoholic beverages,1994,100,3348772331
Ireland,Food and non-alcoholic beverages,1994,40,3617800000
Ireland,"Alcoholic beverages, tobacco and narcotics",1994,200,1645032614.49228
Ireland,"Alcoholic beverages, tobacco and narcotics",1994,100,1295568466
Ireland,"Alcoholic beverages, tobacco and narcotics",1994,40,3106200000
Ireland,Clothing and footwear,1994,200,1812849134.80047
Ireland,Clothing and footwear,1994,100,1427734716
Ireland,Clothing and footwear,1994,40,1292000000
Ireland,"Housing, water, electricity, gas and other fuels",1994,200,4045517237.96415
Ireland,"Housing, water, electricity, gas and other fuels",1994,100,3197331543
Ireland,"Housing, water, electricity, gas and other fuels",1994,40,3262200000
Ireland,Transport,1994,200,2907569010.26456
Ireland,Transport,1994,100,2289896680
Ireland,Communication,1994,200,454425291.150941
Ireland,Communication,1994,100,357889000
Ireland,Food and non-alcoholic beverages,1993,200,4236887126.63352
Ireland,Food and non-alcoholic beverages,1993,100,3356819404
Ireland,Food and non-alcoholic beverages,1993,40,3472300000
Ireland,"Alcoholic beverages, tobacco and narcotics",1993,200,1515136397.80386
Ireland,"Alcoholic beverages, tobacco and narcotics",1993,100,1193266882
Ireland,"Alcoholic beverages, tobacco and narcotics",1993,40,2826400000
Ireland,Clothing and footwear,1993,200,1678431213.20934
Ireland,Clothing and footwear,1993,100,1321872000
Ireland,Clothing and footwear,1993,40,1227900000
Ireland,"Housing, water, electricity, gas and other fuels",1993,200,3810566404.76203
Ireland,"Housing, water, electricity, gas and other fuels",1993,100,3001064920
Ireland,"Housing, water, electricity, gas and other fuels",1993,40,3032000000
Ireland,Transport,1993,200,2578897714.97935
Ireland,Transport,1993,100,2031047000
Ireland,Communication,1993,200,419113875.189826
Ireland,Communication,1993,100,330079000
Italy,Food and non-alcoholic beverages,2007,1000,139870335319
Italy,Food and non-alcoholic beverages,2007,300,134970922150
Italy,"Alcoholic beverages, tobacco and narcotics",2007,1000,41004568910
Italy,"Alcoholic beverages, tobacco and narcotics",2007,300,24755583760
Italy,Clothing and footwear,2007,1000,64114231520
Italy,Clothing and footwear,2007,300,71190837590
Italy,"Housing, water, electricity, gas and other fuels",2007,1000,200701669012
Italy,"Housing, water, electricity, gas and other fuels",2007,300,188279781150
Italy,Transport,2007,1000,125110464220
Italy,Transport,2007,300,124257270270
Italy,Communication,2007,1000,27443190196.5
Italy,Communication,2007,300,23479228420
Italy,Food and non-alcoholic beverages,2006,1000,136370227185
Italy,Food and non-alcoholic beverages,2006,300,131556395110
Italy,"Alcoholic beverages, tobacco and narcotics",2006,1000,38848996185
Italy,"Alcoholic beverages, tobacco and narcotics",2006,300,24281100510
Italy,Clothing and footwear,2006,1000,63098326320
Italy,Clothing and footwear,2006,300,70131494910
Italy,"Housing, water, electricity, gas and other fuels",2006,1000,193146308515
Italy,"Housing, water, electricity, gas and other fuels",2006,300,181477943290
Italy,Transport,2006,1000,123289081380
Italy,Transport,2006,300,121425354980
Italy,Communication,2006,1000,27246124016.4
Italy,Communication,2006,300,23420335830
Italy,Food and non-alcoholic beverages,2005,1000,132009001809
Italy,Food and non-alcoholic beverages,2005,300,127218383320
Italy,"Alcoholic beverages, tobacco and narcotics",2005,1000,37640480148
Italy,"Alcoholic beverages, tobacco and narcotics",2005,300,23159207240
Italy,Clothing and footwear,2005,1000,61840552060
Italy,Clothing and footwear,2005,300,68858723700
Italy,"Housing, water, electricity, gas and other fuels",2005,1000,184009978721
Italy,"Housing, water, electricity, gas and other fuels",2005,300,173707794160
Italy,Transport,2005,1000,119506780560
Italy,Transport,2005,300,117401512660
Italy,Communication,2005,1000,26730604449.7
Italy,Communication,2005,300,23026021080
Italy,Food and non-alcoholic beverages,2004,1000,129720643060
Italy,Food and non-alcoholic beverages,2004,300,124586170770
Italy,Food and non-alcoholic beverages,2004,200,118306847702
Italy,"Alcoholic beverages, tobacco and narcotics",2004,1000,35955371294
Italy,"Alcoholic beverages, tobacco and narcotics",2004,300,22465261000
Italy,"Alcoholic beverages, tobacco and narcotics",2004,200,19613483657
Italy,Clothing and footwear,2004,1000,61147379810
Italy,Clothing and footwear,2004,300,67977395670
Italy,Clothing and footwear,2004,200,72369555899
Italy,"Housing, water, electricity, gas and other fuels",2004,1000,174631834036
Italy,"Housing, water, electricity, gas and other fuels",2004,300,165502723580
Italy,"Housing, water, electricity, gas and other fuels",2004,200,167774122411
Italy,Transport,2004,1000,114476233810
Italy,Transport,2004,300,112227940910
Italy,Transport,2004,200,99223248824
Italy,Communication,2004,1000,26330477890.2
Italy,Communication,2004,300,22683692840
Italy,Communication,2004,200,26026328973
Italy,Food and non-alcoholic beverages,2003,1000,126288946733
Italy,Food and non-alcoholic beverages,2003,300,121499020160
Italy,Food and non-alcoholic beverages,2003,200,116139794553
Italy,"Alcoholic beverages, tobacco and narcotics",2003,1000,34905809701
Italy,"Alcoholic beverages, tobacco and narcotics",2003,300,21547472060
Italy,"Alcoholic beverages, tobacco and narcotics",2003,200,18979791042
Italy,Clothing and footwear,2003,1000,61257007470
Italy,Clothing and footwear,2003,300,68118470010
Italy,Clothing and footwear,2003,200,70692103890
Italy,"Housing, water, electricity, gas and other fuels",2003,1000,163613280338
Italy,"Housing, water, electricity, gas and other fuels",2003,300,155455167490
Italy,"Housing, water, electricity, gas and other fuels",2003,200,160262773270
Italy,Transport,2003,1000,111478629210
Italy,Transport,2003,300,109055910520
Italy,Transport,2003,200,94923228682
Italy,Communication,2003,1000,25089202107.7
Italy,Communication,2003,300,21539188150
Italy,Communication,2003,200,24119053644
Italy,Food and non-alcoholic beverages,2002,1000,122030099588
Italy,Food and non-alcoholic beverages,2002,300,117175163550
Italy,Food and non-alcoholic beverages,2002,200,111752493196
Italy,"Alcoholic beverages, tobacco and narcotics",2002,1000,34158155555
Italy,"Alcoholic beverages, tobacco and narcotics",2002,300,20586129080
Italy,"Alcoholic beverages, tobacco and narcotics",2002,200,18371404814
Italy,Clothing and footwear,2002,1000,60493371340
Italy,Clothing and footwear,2002,300,67275920040
Italy,Clothing and footwear,2002,200,69922583111
Italy,"Housing, water, electricity, gas and other fuels",2002,1000,154277694861
Italy,"Housing, water, electricity, gas and other fuels",2002,300,146792991290
Italy,"Housing, water, electricity, gas and other fuels",2002,200,151156605226
Italy,Transport,2002,1000,107531039820
Italy,Transport,2002,300,104982272690
Italy,Transport,2002,200,91111260310
Italy,Communication,2002,1000,24236765293.7
Italy,Communication,2002,300,20763534230
Italy,Communication,2002,200,23169289407
Italy,Food and non-alcoholic beverages,2001,1000,118351102372
Italy,Food and non-alcoholic beverages,2001,300,113529810640
Italy,Food and non-alcoholic beverages,2001,200,106717038430
Italy,"Alcoholic beverages, tobacco and narcotics",2001,1000,33836782027
Italy,"Alcoholic beverages, tobacco and narcotics",2001,300,19631220250
Italy,"Alcoholic beverages, tobacco and narcotics",2001,200,18194776555
Italy,Clothing and footwear,2001,1000,59518733220
Italy,Clothing and footwear,2001,300,66438942570
Italy,Clothing and footwear,2001,200,69985074396
Italy,"Housing, water, electricity, gas and other fuels",2001,1000,146737903639
Italy,"Housing, water, electricity, gas and other fuels",2001,300,139694980640
Italy,"Housing, water, electricity, gas and other fuels",2001,200,144681785082
Italy,Transport,2001,1000,105517549330
Italy,Transport,2001,300,103026980620
Italy,Transport,2001,200,90085060451
Italy,Communication,2001,1000,23038987585
Italy,Communication,2001,300,19829975150
Italy,Communication,2001,200,22602219732
Italy,Food and non-alcoholic beverages,2000,1000,115495244690
Italy,Food and non-alcoholic beverages,2000,300,110684915780
Italy,Food and non-alcoholic beverages,2000,200,102877697842
Italy,"Alcoholic beverages, tobacco and narcotics",2000,1000,32624546062
Italy,"Alcoholic beverages, tobacco and narcotics",2000,300,18938078160
Italy,"Alcoholic beverages, tobacco and narcotics",2000,200,17509438250
Italy,Clothing and footwear,2000,1000,57760047740
Italy,Clothing and footwear,2000,300,64513847830
Italy,Clothing and footwear,2000,200,67224095813
Italy,"Housing, water, electricity, gas and other fuels",2000,1000,140654840974
Italy,"Housing, water, electricity, gas and other fuels",2000,300,133934216980
Italy,"Housing, water, electricity, gas and other fuels",2000,200,138501861827
Italy,Transport,2000,1000,105058559470
Italy,Transport,2000,300,102238654800
Italy,Transport,2000,200,89419347508
Italy,Communication,2000,1000,21612154720.9
Italy,Communication,2000,300,18557034340
Italy,Communication,2000,200,22084213462
Italy,Food and non-alcoholic beverages,1999,1000,110742320051
Italy,Food and non-alcoholic beverages,1999,300,106065204250
Italy,Food and non-alcoholic beverages,1999,200,99095683970
Italy,Food and non-alcoholic beverages,1999,100,191545000000000
Italy,"Alcoholic beverages, tobacco and narcotics",1999,1000,31186742008
Italy,"Alcoholic beverages, tobacco and narcotics",1999,300,18008529210
Italy,"Alcoholic beverages, tobacco and narcotics",1999,200,16665031220
Italy,"Alcoholic beverages, tobacco and narcotics",1999,100,31860000000000
Italy,Clothing and footwear,1999,1000,55454426590
Italy,Clothing and footwear,1999,300,61944712740
Italy,Clothing and footwear,1999,200,64120706306
Italy,Clothing and footwear,1999,100,117017000000000
Italy,"Housing, water, electricity, gas and other fuels",1999,1000,133188170623
Italy,"Housing, water, electricity, gas and other fuels",1999,300,126649181860
Italy,"Housing, water, electricity, gas and other fuels",1999,200,131140801644
Italy,"Housing, water, electricity, gas and other fuels",1999,100,253412000000000
Italy,Transport,1999,1000,98774007380
Italy,Transport,1999,300,96156146130
Italy,Transport,1999,200,84537280441
