Country or Area,Item,Year,Series,Value
Finland,Clothing and footwear,1995,500,2218000000
Finland,Clothing and footwear,1995,300,2218000000
Finland,Clothing and footwear,1995,200,2288533115.36178
Finland,Clothing and footwear,1995,100,13607000000
Finland,Clothing and footwear,1995,30,13494000000
Finland,"Housing, water, electricity, gas and other fuels",1995,1000,11889000000
Finland,"Housing, water, electricity, gas and other fuels",1995,500,11889000000
Finland,"Housing, water, electricity, gas and other fuels",1995,300,11843000000
Finland,"Housing, water, electricity, gas and other fuels",1995,200,11972793921.0156
Finland,"Housing, water, electricity, gas and other fuels",1995,100,71187000000
Finland,"Housing, water, electricity, gas and other fuels",1995,30,70339000000
Finland,Transport,1995,1000,5924000000
Finland,Transport,1995,500,5895000000
Finland,Transport,1995,300,5963000000
Finland,Transport,1995,200,6080498105.36301
Finland,Transport,1995,100,36153000000
Finland,Communication,1995,1000,780000000
Finland,Communication,1995,500,780000000
Finland,Communication,1995,300,820000000
Finland,Communication,1995,200,907205675.33339
Finland,Communication,1995,100,5394000000
Finland,Food and non-alcoholic beverages,1994,500,7681000000
Finland,Food and non-alcoholic beverages,1994,300,7681000000
Finland,Food and non-alcoholic beverages,1994,200,7375713327.04311
Finland,Food and non-alcoholic beverages,1994,100,43854000000
Finland,Food and non-alcoholic beverages,1994,30,43796000000
Finland,"Alcoholic beverages, tobacco and narcotics",1994,500,2899000000
Finland,"Alcoholic beverages, tobacco and narcotics",1994,300,2850000000
Finland,"Alcoholic beverages, tobacco and narcotics",1994,200,2833461997.09708
Finland,"Alcoholic beverages, tobacco and narcotics",1994,100,16847000000
Finland,"Alcoholic beverages, tobacco and narcotics",1994,30,16820000000
Finland,Clothing and footwear,1994,500,2050000000
Finland,Clothing and footwear,1994,300,2050000000
Finland,Clothing and footwear,1994,200,2107226530.63627
Finland,Clothing and footwear,1994,100,12529000000
Finland,Clothing and footwear,1994,30,12430000000
Finland,"Housing, water, electricity, gas and other fuels",1994,500,11417000000
Finland,"Housing, water, electricity, gas and other fuels",1994,300,11345000000
Finland,"Housing, water, electricity, gas and other fuels",1994,200,11509604371.5406
Finland,"Housing, water, electricity, gas and other fuels",1994,100,68433000000
Finland,"Housing, water, electricity, gas and other fuels",1994,30,68033000000
Finland,Transport,1994,500,5573000000
Finland,Transport,1994,300,5573000000
Finland,Transport,1994,200,5668774061.38523
Finland,Transport,1994,100,33705000000
Finland,Communication,1994,500,742000000
Finland,Communication,1994,300,742000000
Finland,Communication,1994,200,812179496.882637
Finland,Communication,1994,100,4829000000
Finland,Food and non-alcoholic beverages,1993,500,7488000000
Finland,Food and non-alcoholic beverages,1993,300,7488000000
Finland,Food and non-alcoholic beverages,1993,200,7256972650.96128
Finland,Food and non-alcoholic beverages,1993,100,43148000000
Finland,Food and non-alcoholic beverages,1993,30,43133000000
Finland,"Alcoholic beverages, tobacco and narcotics",1993,500,2956000000
Finland,"Alcoholic beverages, tobacco and narcotics",1993,300,2911000000
Finland,"Alcoholic beverages, tobacco and narcotics",1993,200,2897541597.07891
Finland,"Alcoholic beverages, tobacco and narcotics",1993,100,17228000000
Finland,"Alcoholic beverages, tobacco and narcotics",1993,30,17199000000
Finland,Clothing and footwear,1993,500,2016000000
Finland,Clothing and footwear,1993,300,2016000000
Finland,Clothing and footwear,1993,200,2059124783.66828
Finland,Clothing and footwear,1993,100,12243000000
Finland,Clothing and footwear,1993,30,12149000000
Finland,"Housing, water, electricity, gas and other fuels",1993,500,10851000000
Finland,"Housing, water, electricity, gas and other fuels",1993,300,10781000000
Finland,"Housing, water, electricity, gas and other fuels",1993,200,10914387299.7933
Finland,"Housing, water, electricity, gas and other fuels",1993,100,64894000000
Finland,"Housing, water, electricity, gas and other fuels",1993,30,64917000000
Finland,Transport,1993,500,5227000000
Finland,Transport,1993,300,5227000000
Finland,Transport,1993,200,5296574180.12591
Finland,Transport,1993,100,31492000000
Finland,Communication,1993,500,672000000
Finland,Communication,1993,300,672000000
Finland,Communication,1993,200,723880835.490343
Finland,Communication,1993,100,4304000000
France,Food and non-alcoholic beverages,2007,1000,129696000000
France,Food and non-alcoholic beverages,2007,400,129561740000
France,Food and non-alcoholic beverages,2007,300,136983680000
France,"Alcoholic beverages, tobacco and narcotics",2007,1000,33494000000
France,"Alcoholic beverages, tobacco and narcotics",2007,400,33519000000
France,"Alcoholic beverages, tobacco and narcotics",2007,300,31850000000
France,Clothing and footwear,2007,1000,47136000000
France,Clothing and footwear,2007,400,49536640000
France,Clothing and footwear,2007,300,48891640000
France,"Housing, water, electricity, gas and other fuels",2007,1000,252162000000
France,"Housing, water, electricity, gas and other fuels",2007,400,253966440000
France,"Housing, water, electricity, gas and other fuels",2007,300,252683720000
France,Transport,2007,1000,144549000000
France,Transport,2007,400,143461850000
France,Transport,2007,300,148129300000
France,Communication,2007,1000,32942000000
France,Communication,2007,400,32468740000
France,Communication,2007,300,28569000000
France,Food and non-alcoholic beverages,2006,1000,125969000000
France,Food and non-alcoholic beverages,2006,400,125852280000
France,Food and non-alcoholic beverages,2006,300,133108410000
France,"Alcoholic beverages, tobacco and narcotics",2006,1000,33042000000
France,"Alcoholic beverages, tobacco and narcotics",2006,400,33064000000
France,"Alcoholic beverages, tobacco and narcotics",2006,300,31381000000
France,Clothing and footwear,2006,1000,45878000000
France,Clothing and footwear,2006,400,48079310000
France,Clothing and footwear,2006,300,47440250000
France,"Housing, water, electricity, gas and other fuels",2006,1000,242937000000
France,"Housing, water, electricity, gas and other fuels",2006,400,244618390000
France,"Housing, water, electricity, gas and other fuels",2006,300,242861920000
France,Transport,2006,1000,137527000000
France,Transport,2006,400,136661820000
France,Transport,2006,300,141072780000
France,Communication,2006,1000,31600000000
France,Communication,2006,400,31164360000
France,Communication,2006,300,27370000000
France,Food and non-alcoholic beverages,2005,1000,122819000000
France,Food and non-alcoholic beverages,2005,400,122702270000
France,Food and non-alcoholic beverages,2005,300,130000200000
France,"Alcoholic beverages, tobacco and narcotics",2005,1000,32545000000
France,"Alcoholic beverages, tobacco and narcotics",2005,400,32563000000
France,"Alcoholic beverages, tobacco and narcotics",2005,300,30917000000
France,Clothing and footwear,2005,1000,45247000000
France,Clothing and footwear,2005,400,47320270000
France,Clothing and footwear,2005,300,46638860000
France,"Housing, water, electricity, gas and other fuels",2005,1000,230322000000
France,"Housing, water, electricity, gas and other fuels",2005,400,231895990000
France,"Housing, water, electricity, gas and other fuels",2005,300,229990970000
France,Transport,2005,1000,133182000000
France,Transport,2005,400,132606630000
France,Transport,2005,300,136837070000
France,Communication,2005,1000,31299000000
France,Communication,2005,400,30879020000
France,Communication,2005,300,26880000000
France,Food and non-alcoholic beverages,2004,1000,120927000000
France,Food and non-alcoholic beverages,2004,400,120823160000
France,Food and non-alcoholic beverages,2004,300,127902490000
France,"Alcoholic beverages, tobacco and narcotics",2004,1000,32679000000
France,"Alcoholic beverages, tobacco and narcotics",2004,400,32694000000
France,"Alcoholic beverages, tobacco and narcotics",2004,300,31052000000
France,Clothing and footwear,2004,1000,44812000000
France,Clothing and footwear,2004,400,46784200000
France,Clothing and footwear,2004,300,46156290000
France,"Housing, water, electricity, gas and other fuels",2004,1000,217648000000
France,"Housing, water, electricity, gas and other fuels",2004,400,219070910000
France,"Housing, water, electricity, gas and other fuels",2004,300,217130180000
France,Transport,2004,1000,125654000000
France,Transport,2004,400,125271230000
France,Transport,2004,300,129109200000
France,Communication,2004,1000,29817000000
France,Communication,2004,400,29427390000
France,Communication,2004,300,25447000000
France,Food and non-alcoholic beverages,2003,1000,119108000000
France,Food and non-alcoholic beverages,2003,400,119026320000
France,Food and non-alcoholic beverages,2003,300,125721430000
France,Food and non-alcoholic beverages,2003,200,125005338853
France,"Alcoholic beverages, tobacco and narcotics",2003,1000,31959000000
France,"Alcoholic beverages, tobacco and narcotics",2003,400,31975000000
France,"Alcoholic beverages, tobacco and narcotics",2003,300,30525000000
France,"Alcoholic beverages, tobacco and narcotics",2003,200,28483962913
France,Clothing and footwear,2003,1000,44128000000
France,Clothing and footwear,2003,400,46043600000
France,Clothing and footwear,2003,300,45445050000
France,Clothing and footwear,2003,200,38973591213
France,"Housing, water, electricity, gas and other fuels",2003,1000,207383000000
France,"Housing, water, electricity, gas and other fuels",2003,400,208733280000
France,"Housing, water, electricity, gas and other fuels",2003,300,207051910000
France,"Housing, water, electricity, gas and other fuels",2003,200,208725310993
France,Transport,2003,1000,119102000000
France,Transport,2003,400,118746110000
France,Transport,2003,300,122288920000
France,Transport,2003,200,127272038005
France,Communication,2003,1000,28289000000
France,Communication,2003,400,27932140000
France,Communication,2003,300,24380000000
France,Communication,2003,200,20970445646
France,Food and non-alcoholic beverages,2002,1000,114798000000
France,Food and non-alcoholic beverages,2002,400,114737490000
France,Food and non-alcoholic beverages,2002,300,121354230000
France,Food and non-alcoholic beverages,2002,200,122125573863
France,"Alcoholic beverages, tobacco and narcotics",2002,1000,31953000000
France,"Alcoholic beverages, tobacco and narcotics",2002,400,31971230000
France,"Alcoholic beverages, tobacco and narcotics",2002,300,30651980000
France,"Alcoholic beverages, tobacco and narcotics",2002,200,28548952420
France,Clothing and footwear,2002,1000,42928000000
France,Clothing and footwear,2002,400,44862670000
France,Clothing and footwear,2002,300,44170390000
France,Clothing and footwear,2002,200,38980020535
France,"Housing, water, electricity, gas and other fuels",2002,1000,197438000000
France,"Housing, water, electricity, gas and other fuels",2002,400,198745500000
France,"Housing, water, electricity, gas and other fuels",2002,300,196994040000
France,"Housing, water, electricity, gas and other fuels",2002,200,197618770412
France,Transport,2002,1000,118361000000
France,Transport,2002,400,118018030000
France,Transport,2002,300,121096850000
France,Transport,2002,200,126252819293
France,Communication,2002,1000,26556000000
France,Communication,2002,400,26219390000
France,Communication,2002,300,22705560000
France,Communication,2002,200,19758288473
France,Food and non-alcoholic beverages,2001,1000,110622000000
France,Food and non-alcoholic beverages,2001,400,110572480000
France,Food and non-alcoholic beverages,2001,300,117015660000
France,Food and non-alcoholic beverages,2001,200,117327131575
France,"Alcoholic beverages, tobacco and narcotics",2001,1000,30718000000
France,"Alcoholic beverages, tobacco and narcotics",2001,400,30735940000
France,"Alcoholic beverages, tobacco and narcotics",2001,300,29499770000
France,"Alcoholic beverages, tobacco and narcotics",2001,200,27682201570
France,Clothing and footwear,2001,1000,41360000000
France,Clothing and footwear,2001,400,43250020000
France,Clothing and footwear,2001,300,42535940000
France,Clothing and footwear,2001,200,38790725314
France,"Housing, water, electricity, gas and other fuels",2001,1000,190874000000
France,"Housing, water, electricity, gas and other fuels",2001,400,192112460000
France,"Housing, water, electricity, gas and other fuels",2001,300,190739030000
France,"Housing, water, electricity, gas and other fuels",2001,200,190409582899
France,Transport,2001,1000,116759000000
France,Transport,2001,400,116412330000
France,Transport,2001,300,119232390000
France,Transport,2001,200,123868671686
France,Communication,2001,1000,24080000000
France,Communication,2001,400,23757560000
France,Communication,2001,300,20627750000
France,Communication,2001,200,18431889258
France,Food and non-alcoholic beverages,2000,1000,104562000000
France,Food and non-alcoholic beverages,2000,400,104519930000
France,Food and non-alcoholic beverages,2000,300,110539770000
France,Food and non-alcoholic beverages,2000,200,110412978380
France,"Alcoholic beverages, tobacco and narcotics",2000,1000,29411000000
France,"Alcoholic beverages, tobacco and narcotics",2000,400,29427530000
France,"Alcoholic beverages, tobacco and narcotics",2000,300,28174840000
France,"Alcoholic beverages, tobacco and narcotics",2000,200,26456382090
France,Clothing and footwear,2000,1000,41104000000
France,Clothing and footwear,2000,400,42941340000
France,Clothing and footwear,2000,300,42323990000
France,Clothing and footwear,2000,200,38447171768
France,"Housing, water, electricity, gas and other fuels",2000,1000,183116000000
France,"Housing, water, electricity, gas and other fuels",2000,400,184298840000
France,"Housing, water, electricity, gas and other fuels",2000,300,183368890000
France,"Housing, water, electricity, gas and other fuels",2000,200,183590991632
France,Transport,2000,1000,113748000000
France,Transport,2000,400,113406010000
France,Transport,2000,300,116130240000
France,Transport,2000,200,118767050441
France,Communication,2000,1000,21782000000
France,Communication,2000,400,21490850000
France,Communication,2000,300,18651790000
France,Communication,2000,200,17043314574
France,Food and non-alcoholic beverages,1999,1000,100262000000
France,Food and non-alcoholic beverages,1999,400,100227660000
France,Food and non-alcoholic beverages,1999,300,105948410000
France,Food and non-alcoholic beverages,1999,200,107153396302
France,Food and non-alcoholic beverages,1999,100,698610000000
France,"Alcoholic beverages, tobacco and narcotics",1999,1000,28202000000
France,"Alcoholic beverages, tobacco and narcotics",1999,400,28218390000
France,"Alcoholic beverages, tobacco and narcotics",1999,300,27016760000
France,"Alcoholic beverages, tobacco and narcotics",1999,200,26046275531
France,"Alcoholic beverages, tobacco and narcotics",1999,100,166626000000
France,Clothing and footwear,1999,1000,39584000000
France,Clothing and footwear,1999,400,41349840000
France,Clothing and footwear,1999,300,40778010000
France,Clothing and footwear,1999,200,38143909005
France,Clothing and footwear,1999,100,250988000000
France,"Housing, water, electricity, gas and other fuels",1999,1000,176934000000
France,"Housing, water, electricity, gas and other fuels",1999,400,178124220000
France,"Housing, water, electricity, gas and other fuels",1999,300,177273460000
France,"Housing, water, electricity, gas and other fuels",1999,200,177718972448
France,"Housing, water, electricity, gas and other fuels",1999,100,1164106000000
France,Transport,1999,1000,107386000000
France,Transport,1999,400,107059790000
France,Transport,1999,300,109437390000
France,Transport,1999,200,111684768740
France,Transport,1999,100,727195000000
France,Communication,1999,1000,18994000000
France,Communication,1999,400,18733440000
France,Communication,1999,300,16283550000
France,Communication,1999,200,15433610855
France,Communication,1999,100,93499000000
France,Food and non-alcoholic beverages,1998,1000,98470000000
France,Food and non-alcoholic beverages,1998,400,98433950000
France,Food and non-alcoholic beverages,1998,300,104036570000
France,Food and non-alcoholic beverages,1998,200,105347301729
France,Food and non-alcoholic beverages,1998,100,690748000000
France,"Alcoholic beverages, tobacco and narcotics",1998,1000,27047000000
France,"Alcoholic beverages, tobacco and narcotics",1998,400,27063480000
France,"Alcoholic beverages, tobacco and narcotics",1998,300,25833480000
France,"Alcoholic beverages, tobacco and narcotics",1998,200,24913065948
France,"Alcoholic beverages, tobacco and narcotics",1998,100,163419000000
France,Clothing and footwear,1998,1000,39140000000
France,Clothing and footwear,1998,400,40836730000
France,Clothing and footwear,1998,300,40260910000
France,Clothing and footwear,1998,200,37698904044
France,Clothing and footwear,1998,100,248791600000
France,"Housing, water, electricity, gas and other fuels",1998,1000,172479000000
France,"Housing, water, electricity, gas and other fuels",1998,400,173630500000
France,"Housing, water, electricity, gas and other fuels",1998,300,172294270000
France,"Housing, water, electricity, gas and other fuels",1998,200,173081162332
France,"Housing, water, electricity, gas and other fuels",1998,100,1137804000000
France,Transport,1998,1000,100426000000
France,Transport,1998,400,100104420000
France,Transport,1998,300,102398210000
France,Transport,1998,200,104666683944
France,Transport,1998,100,685720440000
France,Communication,1998,1000,16717000000
France,Communication,1998,400,16470490000
France,Communication,1998,300,14342890000
France,Communication,1998,200,13695257464
France,Communication,1998,100,87954000000
France,Food and non-alcoholic beverages,1997,1000,95772000000
France,Food and non-alcoholic beverages,1997,400,95737420000
France,Food and non-alcoholic beverages,1997,300,101201760000
France,Food and non-alcoholic beverages,1997,200,102429275090
France,Food and non-alcoholic beverages,1997,100,671892000000
France,Food and non-alcoholic beverages,1997,30,702890000000
France,"Alcoholic beverages, tobacco and narcotics",1997,1000,25917000000
France,"Alcoholic beverages, tobacco and narcotics",1997,400,25933270000
France,"Alcoholic beverages, tobacco and narcotics",1997,300,24697030000
France,"Alcoholic beverages, tobacco and narcotics",1997,200,23828238741
France,"Alcoholic beverages, tobacco and narcotics",1997,100,156303000000
France,"Alcoholic beverages, tobacco and narcotics",1997,30,168112000000
France,Clothing and footwear,1997,1000,38605000000
France,Clothing and footwear,1997,400,40228360000
France,Clothing and footwear,1997,300,39633660000
France,Clothing and footwear,1997,200,37164036667
France,Clothing and footwear,1997,100,243780100000
France,Clothing and footwear,1997,30,252815000000
France,"Housing, water, electricity, gas and other fuels",1997,1000,166052000000
France,"Housing, water, electricity, gas and other fuels",1997,400,167162860000
France,"Housing, water, electricity, gas and other fuels",1997,300,165872950000
France,"Housing, water, electricity, gas and other fuels",1997,200,167279867430
France,"Housing, water, electricity, gas and other fuels",1997,100,1097284000000
France,"Housing, water, electricity, gas and other fuels",1997,30,1092825000000
France,Transport,1997,1000,94442000000
France,Transport,1997,400,94128980000
France,Transport,1997,300,96514470000
France,Transport,1997,200,98658875506
France,Transport,1997,100,647159800000
France,Communication,1997,1000,15757000000
France,Communication,1997,400,15514110000
France,Communication,1997,300,13514830000
France,Communication,1997,200,12865020116
France,Communication,1997,100,84389000000
France,Food and non-alcoholic beverages,1996,1000,93499000000
France,Food and non-alcoholic beverages,1996,400,93464140000
France,Food and non-alcoholic beverages,1996,300,98692180000
France,Food and non-alcoholic beverages,1996,200,99826208120
France,Food and non-alcoholic beverages,1996,100,654817000000
France,Food and non-alcoholic beverages,1996,30,685431000000
France,"Alcoholic beverages, tobacco and narcotics",1996,1000,25276000000
France,"Alcoholic beverages, tobacco and narcotics",1996,400,25292480000
France,"Alcoholic beverages, tobacco and narcotics",1996,300,24022740000
France,"Alcoholic beverages, tobacco and narcotics",1996,200,23160969393
France,"Alcoholic beverages, tobacco and narcotics",1996,100,151926000000
France,"Alcoholic beverages, tobacco and narcotics",1996,30,163317000000
France,Clothing and footwear,1996,1000,37997000000
France,Clothing and footwear,1996,400,39596300000
France,Clothing and footwear,1996,300,38963490000
France,Clothing and footwear,1996,200,36563151243
France,Clothing and footwear,1996,100,239838550000
France,Clothing and footwear,1996,30,247907000000
France,"Housing, water, electricity, gas and other fuels",1996,1000,162229000000
France,"Housing, water, electricity, gas and other fuels",1996,400,163220950000
France,"Housing, water, electricity, gas and other fuels",1996,300,162443720000
France,"Housing, water, electricity, gas and other fuels",1996,200,164048558061
France,"Housing, water, electricity, gas and other fuels",1996,100,1076088000000
France,"Housing, water, electricity, gas and other fuels",1996,30,1060822000000
France,Transport,1996,1000,97554000000
France,Transport,1996,400,97314950000
France,Transport,1996,300,99387650000
France,Transport,1996,200,100926197906
France,Transport,1996,100,662032460000
France,Communication,1996,1000,15233000000
France,Communication,1996,400,15004250000
France,Communication,1996,300,13089910000
France,Communication,1996,200,12581312495
France,Communication,1996,100,82528000000
France,Food and non-alcoholic beverages,1995,1000,92535000000
France,Food and non-alcoholic beverages,1995,400,92502520000
France,Food and non-alcoholic beverages,1995,300,97859470000
France,Food and non-alcoholic beverages,1995,200,98976457298
France,Food and non-alcoholic beverages,1995,100,649243000000
France,Food and non-alcoholic beverages,1995,30,677896000000
France,"Alcoholic beverages, tobacco and narcotics",1995,1000,24366000000
France,"Alcoholic beverages, tobacco and narcotics",1995,400,24381840000
France,"Alcoholic beverages, tobacco and narcotics",1995,300,23048490000
France,"Alcoholic beverages, tobacco and narcotics",1995,200,22229048550
France,"Alcoholic beverages, tobacco and narcotics",1995,100,145813000000
France,"Alcoholic beverages, tobacco and narcotics",1995,30,157292000000
France,Clothing and footwear,1995,1000,37809000000
France,Clothing and footwear,1995,400,39367310000
France,Clothing and footwear,1995,300,38736980000
France,Clothing and footwear,1995,200,36320940245
France,Clothing and footwear,1995,100,238249750000
France,Clothing and footwear,1995,30,247044000000
France,"Housing, water, electricity, gas and other fuels",1995,1000,155028000000
France,"Housing, water, electricity, gas and other fuels",1995,400,155955920000
France,"Housing, water, electricity, gas and other fuels",1995,300,154731620000
France,"Housing, water, electricity, gas and other fuels",1995,200,156403849643
France,"Housing, water, electricity, gas and other fuels",1995,100,1025942000000
France,"Housing, water, electricity, gas and other fuels",1995,30,999059000000
France,Transport,1995,1000,92274000000
France,Transport,1995,400,92029660000
France,Transport,1995,300,94177560000
France,Transport,1995,200,96101220049
France,Transport,1995,100,630382680000
France,Communication,1995,1000,14573000000
France,Communication,1995,400,14337420000
France,Communication,1995,300,12514500000
France,Communication,1995,200,12080822371
France,Communication,1995,100,79245000000
France,Food and non-alcoholic beverages,1994,400,90215430000
France,Food and non-alcoholic beverages,1994,300,95407590000
France,Food and non-alcoholic beverages,1994,200,96511966486
France,Food and non-alcoholic beverages,1994,100,633077000000
France,Food and non-alcoholic beverages,1994,30,661139000000
France,"Alcoholic beverages, tobacco and narcotics",1994,400,23517780000
France,"Alcoholic beverages, tobacco and narcotics",1994,300,22082840000
France,"Alcoholic beverages, tobacco and narcotics",1994,200,21289657706
France,"Alcoholic beverages, tobacco and narcotics",1994,100,139651000000
France,"Alcoholic beverages, tobacco and narcotics",1994,30,150539000000
France,Clothing and footwear,1994,400,40116010000
France,Clothing and footwear,1994,300,39440130000
France,Clothing and footwear,1994,200,36966073996
France,Clothing and footwear,1994,100,242481550000
France,Clothing and footwear,1994,30,251785000000
France,"Housing, water, electricity, gas and other fuels",1994,400,149153680000
France,"Housing, water, electricity, gas and other fuels",1994,300,147716590000
France,"Housing, water, electricity, gas and other fuels",1994,200,150938095028
France,"Housing, water, electricity, gas and other fuels",1994,100,990089000000
France,"Housing, water, electricity, gas and other fuels",1994,30,947727000000
France,Transport,1994,400,90619960000
France,Transport,1994,300,92470220000
France,Transport,1994,200,93849362077
France,Transport,1994,100,615611460000
France,Communication,1994,400,13924580000
France,Communication,1994,300,12166490000
France,Communication,1994,200,11745129635
France,Communication,1994,100,77043000000
France,Food and non-alcoholic beverages,1993,400,88641910000
France,Food and non-alcoholic beverages,1993,300,93766940000
France,Food and non-alcoholic beverages,1993,200,94858199547
France,Food and non-alcoholic beverages,1993,100,622229000000
France,Food and non-alcoholic beverages,1993,30,651557000000
France,"Alcoholic beverages, tobacco and narcotics",1993,400,22347290000
France,"Alcoholic beverages, tobacco and narcotics",1993,300,20932010000
France,"Alcoholic beverages, tobacco and narcotics",1993,200,20184707229
France,"Alcoholic beverages, tobacco and narcotics",1993,100,132403000000
France,"Alcoholic beverages, tobacco and narcotics",1993,30,143335000000
France,Clothing and footwear,1993,400,40905280000
France,Clothing and footwear,1993,300,40191400000
France,Clothing and footwear,1993,200,37659930453
France,Clothing and footwear,1993,100,247032950000
France,Clothing and footwear,1993,30,257224000000
France,"Housing, water, electricity, gas and other fuels",1993,400,143820200000
France,"Housing, water, electricity, gas and other fuels",1993,300,142464840000
France,"Housing, water, electricity, gas and other fuels",1993,200,146007284014
France,"Housing, water, electricity, gas and other fuels",1993,100,957745000000
France,"Housing, water, electricity, gas and other fuels",1993,30,906219000000
France,Transport,1993,400,85039850000
France,Transport,1993,300,86703980000
France,Transport,1993,200,87915031016
France,Transport,1993,100,576684800000
France,Communication,1993,400,13337000000
France,Communication,1993,300,11668400000
France,Communication,1993,200,11290526666
France,Communication,1993,100,74061000000
Germany,Food and non-alcoholic beverages,2007,1000,140722000000
Germany,Food and non-alcoholic beverages,2007,300,141500000000
Germany,"Alcoholic beverages, tobacco and narcotics",2007,1000,44362000000
Germany,"Alcoholic beverages, tobacco and narcotics",2007,300,42460000000
Germany,Clothing and footwear,2007,1000,69107000000
Germany,Clothing and footwear,2007,300,66430000000
Germany,"Housing, water, electricity, gas and other fuels",2007,1000,318596000000
Germany,"Housing, water, electricity, gas and other fuels",2007,300,309080000000
Germany,Transport,2007,1000,186791000000
Germany,Transport,2007,300,179970000000
Germany,Communication,2007,1000,37157000000
Germany,Communication,2007,300,36200000000
Germany,Food and non-alcoholic beverages,2006,1000,137311000000
Germany,Food and non-alcoholic beverages,2006,300,138900000000
Germany,"Alcoholic beverages, tobacco and narcotics",2006,1000,44582000000
Germany,"Alcoholic beverages, tobacco and narcotics",2006,300,42300000000
Germany,Clothing and footwear,2006,1000,66644000000
Germany,Clothing and footwear,2006,300,64180000000
Germany,"Housing, water, electricity, gas and other fuels",2006,1000,317599000000
Germany,"Housing, water, electricity, gas and other fuels",2006,300,307840000000
Germany,Transport,2006,1000,189881000000
Germany,Transport,2006,300,184610000000
Germany,Communication,2006,1000,36941000000
Germany,Communication,2006,300,36230000000
Germany,Food and non-alcoholic beverages,2005,1000,135921000000
Germany,Food and non-alcoholic beverages,2005,300,135960000000
Germany,"Alcoholic beverages, tobacco and narcotics",2005,1000,44060000000
Germany,"Alcoholic beverages, tobacco and narcotics",2005,300,43120000000
Germany,Clothing and footwear,2005,1000,65515000000
Germany,Clothing and footwear,2005,300,63610000000
Germany,"Housing, water, electricity, gas and other fuels",2005,1000,307265000000
Germany,"Housing, water, electricity, gas and other fuels",2005,300,298530000000
Germany,Transport,2005,1000,181325000000
Germany,Transport,2005,300,174890000000
Germany,Communication,2005,1000,36882000000
Germany,Communication,2005,300,36230000000
Germany,Food and non-alcoholic beverages,2004,1000,132663000000
Germany,Food and non-alcoholic beverages,2004,300,135140000000
Germany,"Alcoholic beverages, tobacco and narcotics",2004,1000,43148000000
Germany,"Alcoholic beverages, tobacco and narcotics",2004,300,42070000000
Germany,Clothing and footwear,2004,1000,64773000000
Germany,Clothing and footwear,2004,300,62840000000
Germany,"Housing, water, electricity, gas and other fuels",2004,1000,297594000000
Germany,"Housing, water, electricity, gas and other fuels",2004,300,289470000000
Germany,Transport,2004,1000,178271000000
Germany,Transport,2004,300,171670000000
Germany,Communication,2004,1000,35399000000
Germany,Communication,2004,300,35450000000
Germany,Food and non-alcoholic beverages,2003,1000,127477000000
Germany,Food and non-alcoholic beverages,2003,300,135180000000
Germany,Food and non-alcoholic beverages,2003,200,144690000000
Germany,"Alcoholic beverages, tobacco and narcotics",2003,1000,44848000000
Germany,"Alcoholic beverages, tobacco and narcotics",2003,300,42310000000
Germany,"Alcoholic beverages, tobacco and narcotics",2003,200,48040000000
Germany,Clothing and footwear,2003,1000,64891000000
Germany,Clothing and footwear,2003,300,64150000000
Germany,Clothing and footwear,2003,200,69480000000
Germany,"Housing, water, electricity, gas and other fuels",2003,1000,291724000000
Germany,"Housing, water, electricity, gas and other fuels",2003,300,285270000000
Germany,"Housing, water, electricity, gas and other fuels",2003,200,298490000000
Germany,Transport,2003,1000,172313000000
Germany,Transport,2003,300,165280000000
Germany,Transport,2003,200,170360000000
Germany,Communication,2003,1000,34284000000
Germany,Communication,2003,300,34060000000
Germany,Communication,2003,200,33780000000
Germany,Food and non-alcoholic beverages,2002,1000,130025000000
Germany,Food and non-alcoholic beverages,2002,300,136000000000
Germany,Food and non-alcoholic beverages,2002,200,143110000000
Germany,"Alcoholic beverages, tobacco and narcotics",2002,1000,44835000000
Germany,"Alcoholic beverages, tobacco and narcotics",2002,300,42510000000
Germany,"Alcoholic beverages, tobacco and narcotics",2002,200,47200000000
Germany,Clothing and footwear,2002,1000,67650000000
Germany,Clothing and footwear,2002,300,66470000000
Germany,Clothing and footwear,2002,200,71710000000
Germany,"Housing, water, electricity, gas and other fuels",2002,1000,283421000000
Germany,"Housing, water, electricity, gas and other fuels",2002,300,275580000000
Germany,"Housing, water, electricity, gas and other fuels",2002,200,290240000000
Germany,Transport,2002,1000,170437000000
Germany,Transport,2002,300,163860000000
Germany,Transport,2002,200,169520000000
Germany,Communication,2002,1000,33693000000
Germany,Communication,2002,300,33190000000
Germany,Communication,2002,200,33120000000
Germany,Food and non-alcoholic beverages,2001,1000,130946000000
Germany,Food and non-alcoholic beverages,2001,300,135800000000
Germany,Food and non-alcoholic beverages,2001,200,142620000000
Germany,"Alcoholic beverages, tobacco and narcotics",2001,1000,42749000000
Germany,"Alcoholic beverages, tobacco and narcotics",2001,300,40500000000
Germany,"Alcoholic beverages, tobacco and narcotics",2001,200,45150000000
Germany,Clothing and footwear,2001,1000,68213000000
Germany,Clothing and footwear,2001,300,68140000000
Germany,Clothing and footwear,2001,200,73620000000
Germany,"Housing, water, electricity, gas and other fuels",2001,1000,280884000000
Germany,"Housing, water, electricity, gas and other fuels",2001,300,271490000000
Germany,"Housing, water, electricity, gas and other fuels",2001,200,286860000000
Germany,Transport,2001,1000,167055000000
Germany,Transport,2001,300,161350000000
